32.549106	44.473220	1F
46.094154	61.837711	1F
63.812643	75.923071	1F
77.171377	99.920351	1F
101.112763	123.004691	1F
109.981323	110.484371	2F
123.619529	129.115800	2F
129.302114	130.289580	1F
132.786191	151.808880	2F
151.939300	153.057186	1F
153.187606	154.473174	2F
154.678120	155.386114	1F
155.721480	159.466397	2F
160.416600	177.557514	2F
180.110020	187.450803	2F
192.294974	194.363063	2F
194.679797	197.288197	1F
197.399986	215.770574	 2F 
200.418277	201.163534	1F
217.093406	217.652349	1F
218.341711	219.385071	1F
220.111697	233.395906	3M
222.440626	222.943674	1F
239.227543	240.792583	3M
240.401323	242.376254	2F
242.022257	242.972460	3M
242.711620	244.779709	1F
246.251591	249.139463	3M
265.274280	265.628277	1F
275.148937	276.844397	3M
278.316280	280.365737	1F
279.080169	280.253949	3M
280.607946	281.688569	3M
281.148257	283.197714	1F
283.570343	301.381989	3M
308.126566	309.933814	4F
312.076429	324.820326	4F
328.304403	330.428386	4F
