31.561640	36.778440	1F
37.486434	41.361771	1F
41.846189	44.454589	1F
46.168680	61.707291	1F
63.756749	75.792651	1F
77.245903	99.752669	1F
101.019606	122.967429	1F
109.962691	110.782474	2F
123.414583	128.892223	2F
129.302114	130.270949	1F
132.767560	151.063623	2F
151.957931	152.740451	1F
153.075817	154.752646	2F
154.752646	155.237063	1F
155.833269	194.027697	2F
194.661166	197.418617	1F
197.418617	200.325120	2F
200.474171	200.995851	1F
201.182166	215.565629	2F
216.795303	219.478229	1F
219.776331	233.116434	3M
222.459257	223.092726	1F
238.407760	238.929440	1F
239.227543	240.457217	3M
240.233640	242.320360	2F
241.947731	243.065617	3M
242.842040	244.742446	1F
246.158434	248.915886	3M
265.013440	265.758697	1F
274.776309	276.788503	3M
277.533760	278.129966	1F 
278.465331	283.272240	1F
278.949749	280.104897	3M
280.887417	281.669937	3M
283.682131	301.009360	3M
308.089303	309.877920	4F
312.001903	324.373171	4F
328.285771	331.974794	4F
