32.455949	61.893606	1F
63.980326	100.125297	1F   
101.205920	123.060586	1F  
110.186269	110.745211	2F
123.507740	129.544323	2F
129.637480	130.513157	3F
133.028400	151.398989	2F   
152.032457	153.168974	1F    
153.262131	154.715383	2F
154.808540	155.479271	1F   
155.907794	159.671343	2F
160.453863	169.918629	2F    
171.800403	177.743829	2F  
180.240440	182.643894	2F  
185.140506	186.649651	2F   
186.985017	187.655749	2F    
192.593077	193.152020	2F 
193.468754	194.307169	2F  
194.922006	195.667263	3F  
195.946734	197.586300	1F 
197.679457	200.585960	2F 
200.641854	201.182166	1F   
201.182166	215.602891	2F  
216.962986	218.360343	3F   
218.360343	219.664543	 1F
220.167591	223.502617	4M
222.608309	223.223146	1F   
224.732291	228.179106	4M  
230.806137	231.439606	4M
231.998549	233.451800	4M
238.743126	239.097123	2F
239.097123	240.718057	4M 
240.587637	242.730251	2F
241.351526	242.935197	4M
242.767514	245.003286	1F
246.232960	249.120831	4M  
265.348806	265.907749	2F
274.832203	276.918923	4M
277.757337	278.428069	3F
278.260386	278.856591	2F
279.136063	280.794260	4M
279.210589	281.483623	3F
281.297309	283.421291	2F
283.588974	301.344726	4M
308.275617	310.287811	3F
311.964640	318.457693	3F
319.193634	324.615380	3F  
328.434823	330.521543	3F
