32.518515	44.175126	1
46.407531	61.645179	1
63.769477	75.772031	1
77.999030	93.447487	1
94.350178	99.604167	1
101.166310	102.858181	1
103.831141	106.550027	1
107.977036	109.090535	1
110.552679	112.076985	1
113.079675	116.809358	1
118.367447	122.830905	1
123.547112	124.220077	2
126.390320	128.771372	2
129.387580	130.082166	1
132.963212	137.673964	2
138.522602	142.344176	2
143.490108	148.311669	2
149.781921	151.154877	2
151.860274	152.830532	3
153.044043	154.516998	2
154.541322	155.060234	3
155.779144	157.803443	2
158.527759	159.392613	2
160.370979	161.930419	2
163.668235	163.960124	2 
165.195243	166.279014	2
167.916831	168.376285	2
168.749253	169.387083	2
171.684352	177.316714	2
180.435594	182.327463	2
185.049050	185.851743	2
186.819299	187.173348	2
192.432742	192.870575	2
193.484081	193.984075	2
195.835403	197.370519	3
198.738069	200.370482	2
201.092094	201.508305	2
202.140730	204.132597	2
205.513661	208.170385	2
209.181183	210.294683	2
210.835216	212.154119	2
214.197337	215.378403	2
217.002707	217.510809	1
218.408095	219.348624	3
220.478340	222.326965	4m
224.780989	227.878248	4m
230.537674	230.921453	4m
232.061979	233.207911	4m
239.240269	240.353768	4m
240.364579	242.180773	2
242.732117	244.596959	1
247.250980	248.942851	4m
275.034418	276.650614	4m
277.649250	278.226270	2
278.226270	278.850587	3
279.012747	279.455985	4m
279.480309	280.226245	2
281.166774	283.015400	3
284.720784	289.401807	4m
290.688278	301.055716	4m
307.974549	309.833985	5 
312.201524	324.277049	5
328.249973	330.190489	5
