32.567737	44.417326	 1f
46.354994	61.819080	 1f
63.961694	122.911534	1f
110.149006	110.670686	2f
123.582266	129.358009	2f
129.395271	130.345474	1f
132.842086	169.471474	2f
151.846143	152.908134	1f
154.717712	155.018144	1f
171.562852	177.494633	 2f
180.294005	182.383054	2f
185.007757	185.952137	2f
186.813259	187.269146	2f
192.456253	192.890016	2f
193.509511	194.033519	2f
194.870769	195.374982	2f
195.901320	197.327207	1f
197.489067	215.444524	2f
200.651170	201.009825	1f
216.979288	219.401374	1f
219.438637	233.193289	3m
222.515151	222.796952	1f
238.847927	242.762856	3m
240.371047	242.259808	2f
242.676686	244.664427	1f
246.174737	248.935682	3m
265.211399	265.604988	1f?
274.990570	276.735520	3m
277.753262	278.272613	1f?
278.199834	278.924130	2f
278.980025	281.651306	3m
279.019616	279.184970	1f
279.388169	283.126682	3m
283.537738	301.326094	3m
308.033409	310.026971	4f
312.071771	324.415092	4f 
328.311390	334.154671	4f
