32.381167	44.318924	1F
45.960366	61.852506	1F
63.792391	75.655538	1F
77.893867	99.605664	1F
101.172494	122.958902	1F
109.846021	110.526846	2F
123.742317	128.871822	2F
129.450057	130.121556	1F
132.984753	151.189833	2F
152.057185	152.775316	1F
153.167024	154.547327	2F
154.565980	155.209499	1F
155.880998	159.452999	2F
160.096519	160.432268	1F
160.385636	177.947197	2F
180.036304	182.647689	2F
185.277726	186.340932	2F
186.863209	187.310875	2F
192.421728	193.261101	2F
193.503587	194.231044	2F
194.883890	195.536736	2F
195.704611	197.532580	1F
197.588538	200.544999	2F
200.564782	201.338813	1F
200.948432	215.840107	2F
217.078556	219.878527	1F
220.336215	233.770693	3M
238.636990	239.357175	2F
239.067755	240.676392	3M
240.393703	242.547527	2F
241.935033	243.260981	3M
242.749448	244.842696	1F
244.035012	244.405200	3M
246.161913	246.774407	3M
247.366709	249.493610	3M
265.189604	266.158825	2F
275.191425	277.197174	3M
277.816398	278.624082	2F
278.435623	279.243307	4F
279.027924	279.754840	3M
279.483420	280.639890	2F
280.818291	283.806722	4F
283.658646	301.885383	  3M 
308.064167	308.481470	1F
308.346856	310.271836	4F
312.048741	324.796688	4F
328.148577	330.060096	4F
